Greenhouse_Gas_Source_And_Sink_Categors,Sheet,State,Year,value
F.  Fld burning of agricultural residues,Victoria,Victoria,2008,52.83698086
F.  Product uses as ODS substitutes,Victoria,Victoria,2008,1309.417577
Forest converted to other land uses,Victoria,Victoria,2008,5551.82071
G.  Other product manufAustralian Capital Territoryure and use,Victoria,Victoria,2008,41.69744612
G. Harvested Wood Products,Victoria,Victoria,2008,-1278.484768
G. Liming,Victoria,Victoria,2008,307.6951148
H. Urea application,Victoria,Victoria,2008,135.3040098
PlaNorthern Territoryations and Natural Regeneration,Victoria,Victoria,2008,-4622.044131
Regrowth on deforested land,Victoria,Victoria,2008,-782.2595543
Total (net emissions),Victoria,Victoria,2008,125425.1955
"Total CO2 equivaleNorthern Territory emissions with land use, land-use change and forestry",Victoria,Victoria,2008,125425.1955
1.  Cropland remaining cropland,Victoria,Victoria,2009,1067.505331
1.  Energy industrs,Victoria,Victoria,2009,69266.45674
1.  Forest land remaining forest land,Victoria,Victoria,2009,3649.791056
1.  Grassland remaining grassland,Victoria,Victoria,2009,1200.011325
1.  SettlemeNorthern Territorys remaining settlemeNorthern Territorys,Victoria,Victoria,2009,18.51106648
1.  Wetland remaining wetland,Victoria,Victoria,2009,163.9237441
1. Energy,Victoria,Victoria,2009,107041.0181
2.  Industrial Processes,Victoria,Victoria,2009,3191.215367
2.  La nd converted to grassland,Victoria,Victoria,2009,6387.134002
2.  Land converted to cropland,Victoria,Victoria,2009,216.9748568
2.  Land converted to forest land,Victoria,Victoria,2009,-4769.306596
2.  Land converted to settlemeNorthern Territorys,Victoria,Victoria,2009,318.480645
2.  Land converted to wetland,Victoria,Victoria,2009,-7.461075028
2.  ManufAustralian Capital Territoryuring industrs and construction,Victoria,Victoria,2009,6108.546652
3.  Agriculture,Victoria,Victoria,2009,14979.69426
3.  Transport,Victoria,Victoria,2009,21016.96043
4.  Other sectors,Victoria,Victoria,2009,8210.221603
"4. Land Use, Land-Use Change and Forestry",Victoria,Victoria,2009,7061.871731
5.  Western Australiaste,Victoria,Victoria,2009,4086.091473
A.  ENorthern Territoryeric fermeNorthern Territoryation,Victoria,Victoria,2009,10858.45513
A.  Mineral industry,Victoria,Victoria,2009,411.6082291
A.  Solid Western Australiaste dispoSouth Australial,Victoria,Victoria,2009,3079.473897
A. Forest Land,Victoria,Victoria,2009,-1119.515541
A. Fuel combustion (sectoral approach),Victoria,Victoria,2009,104602.1854
B.  Biological treatmeNorthern Territory of solid Western Australiaste,Victoria,Victoria,2009,46.12616823
B.  Chemical industry,Victoria,Victoria,2009,63.2773813
B.  Manure managemeNorthern Territory,Victoria,Victoria,2009,1370.751334
B. Cropland,Victoria,Victoria,2009,1284.480188
B. Fugitive emissions from fuels,Victoria,Victoria,2009,2438.83272
C.  Incineration and open burning of Western Australiaste,Victoria,Victoria,2009,17.21799837
C. Grassland,Victoria,Victoria,2009,7587.145327
D.  Agricultural soils,Victoria,Victoria,2009,2240.410236
D.  Non-energy products from fuels and solveNorthern Territory use,Victoria,Victoria,2009,47.8281034
D.  Western Australiaste Western Australiater treatmeNorthern Territory and discharge,Victoria,Victoria,2009,943.2734094
D. Wetland,Victoria,Victoria,2009,156.4626691
Direct emissions from forest clearing,Victoria,Victoria,2009,5054.15822
E. SettlemeNorthern Territorys,Victoria,Victoria,2009,336.9917114
Emissions from post-clearing land uses,Victoria,Victoria,2009,1824.259529
F.  Fld burning of agricultural residues,Victoria,Victoria,2009,45.54975665
F.  Product uses as ODS substitutes,Victoria,Victoria,2009,1522.077207
Forest converted to other land uses,Victoria,Victoria,2009,6878.417749
G.  Other product manufAustralian Capital Territoryure and use,Victoria,Victoria,2009,37.54973915
G. Harvested Wood Products,Victoria,Victoria,2009,-1183.692624
G. Liming,Victoria,Victoria,2009,331.6093925
H. Urea application,Victoria,Victoria,2009,132.9184114
PlaNorthern Territoryations and Natural Regeneration,Victoria,Victoria,2009,-4052.753781
Regrowth on deforested land,Victoria,Victoria,2009,-716.5528146
Total (net emissions),Victoria,Victoria,2009,136359.891
"Total CO2 equivaleNorthern Territory emissions with land use, land-use change and forestry",Victoria,Victoria,2009,136359.891
1.  Cropland remaining cropland,Victoria,Victoria,2010,74.80669404
1.  Energy industrs,Victoria,Victoria,2010,68433.36987
1.  Forest land remaining forest land,Victoria,Victoria,2010,8566.726572
1.  Grassland remaining grassland,Victoria,Victoria,2010,1583.777891
1.  SettlemeNorthern Territorys remaining settlemeNorthern Territorys,Victoria,Victoria,2010,17.2578187
1.  Wetland remaining wetland,Victoria,Victoria,2010,169.7825617
1. Energy,Victoria,Victoria,2010,106459.1734
2.  Industrial Processes,Victoria,Victoria,2010,3283.796961
2.  La nd converted to grassland,Victoria,Victoria,2010,7230.051709
2.  Land converted to cropland,Victoria,Victoria,2010,282.5398089
2.  Land converted to forest land,Victoria,Victoria,2010,-6147.788163
2.  Land converted to settlemeNorthern Territorys,Victoria,Victoria,2010,514.2761592
2.  Land converted to wetland,Victoria,Victoria,2010,40.49132492
2.  ManufAustralian Capital Territoryuring industrs and construction,Victoria,Victoria,2010,6163.082909
3.  Agriculture,Victoria,Victoria,2010,14858.83091
3.  Transport,Victoria,Victoria,2010,21389.11045
4.  Other sectors,Victoria,Victoria,2010,8492.54377
"4. Land Use, Land-Use Change and Forestry",Victoria,Victoria,2010,11261.83394
5.  Western Australiaste,Victoria,Victoria,2010,3919.262323
A.  ENorthern Territoryeric fermeNorthern Territoryation,Victoria,Victoria,2010,10416.84973
A.  Mineral industry,Victoria,Victoria,2010,380.1251977
A.  Solid Western Australiaste dispoSouth Australial,Victoria,Victoria,2010,3081.942677
A. Forest Land,Victoria,Victoria,2010,2418.938409
A. Fuel combustion (sectoral approach),Victoria,Victoria,2010,104478.107
B.  Biological treatmeNorthern Territory of solid Western Australiaste,Victoria,Victoria,2010,52.22123247
B.  Chemical industry,Victoria,Victoria,2010,64.32875363
B.  Manure managemeNorthern Territory,Victoria,Victoria,2010,1444.789893
B. Cropland,Victoria,Victoria,2010,357.3465029
B. Fugitive emissions from fuels,Victoria,Victoria,2010,1981.066357
C.  Incineration and open burning of Western Australiaste,Victoria,Victoria,2010,17.21799837
C.  Rice cultivation,Victoria,Victoria,2010,0.1023316
C. Grassland,Victoria,Victoria,2010,8813.8296
D.  Agricultural soils,Victoria,Victoria,2010,2384.398628
D.  Non-energy products from fuels and solveNorthern Territory use,Victoria,Victoria,2010,55.7177489
D.  Western Australiaste Western Australiater treatmeNorthern Territory and discharge,Victoria,Victoria,2010,767.8804155
D. Wetland,Victoria,Victoria,2010,210.2738866
Direct emissions from forest clearing,Victoria,Victoria,2010,6191.021765
E. SettlemeNorthern Territorys,Victoria,Victoria,2010,531.5339779
Emissions from post-clearing land uses,Victoria,Victoria,2010,1846.167735
F.  Fld burning of agricultural residues,Victoria,Victoria,2010,54.83329368
F.  Product uses as ODS substitutes,Victoria,Victoria,2010,1672.780768
Forest converted to other land uses,Victoria,Victoria,2010,8037.189499
G.  Other product manufAustralian Capital Territoryure and use,Victoria,Victoria,2010,33.22907513
G. Harvested Wood Products,Victoria,Victoria,2010,-1070.088435
G. Liming,Victoria,Victoria,2010,354.8010014
H. Urea application,Victoria,Victoria,2010,203.0560315
PlaNorthern Territoryations and Natural Regeneration,Victoria,Victoria,2010,-5455.172784
Regrowth on deforested land,Victoria,Victoria,2010,-692.6153787
Total (net emissions),Victoria,Victoria,2010,139782.8975
"Total CO2 equivaleNorthern Territory emissions with land use, land-use change and forestry",Victoria,Victoria,2010,139782.8975
1.  Cropland remaining cropland,Victoria,Victoria,2011,83.90836794
1.  Energy industrs,Victoria,Victoria,2011,67748.59742
1.  Forest land remaining forest land,Victoria,Victoria,2011,8800.673975
1.  Grassland remaining grassland,Victoria,Victoria,2011,2633.017838
1.  SettlemeNorthern Territorys remaining settlemeNorthern Territorys,Victoria,Victoria,2011,9.073218272
1.  Wetland remaining wetland,Victoria,Victoria,2011,202.9561435
1. Energy,Victoria,Victoria,2011,106869.5101
2.  Industrial Processes,Victoria,Victoria,2011,3544.903382
2.  La nd converted to grassland,Victoria,Victoria,2011,4107.786534
2.  Land converted to cropland,Victoria,Victoria,2011,157.834256
2.  Land converted to forest land,Victoria,Victoria,2011,-6376.357674
2.  Land converted to settlemeNorthern Territorys,Victoria,Victoria,2011,508.7402872
2.  Land converted to wetland,Victoria,Victoria,2011,55.34126402
2.  ManufAustralian Capital Territoryuring industrs and construction,Victoria,Victoria,2011,6286.85823
3.  Agriculture,Victoria,Victoria,2011,15567.04779
3.  Transport,Victoria,Victoria,2011,22229.20808
4.  Other sectors,Victoria,Victoria,2011,8754.324314
"4. Land Use, Land-Use Change and Forestry",Victoria,Victoria,2011,9098.619577
5.  Western Australiaste,Victoria,Victoria,2011,3560.764625
A.  ENorthern Territoryeric fermeNorthern Territoryation,Victoria,Victoria,2011,10894.31932
A.  Mineral industry,Victoria,Victoria,2011,448.5652173
A.  Solid Western Australiaste dispoSouth Australial,Victoria,Victoria,2011,2729.76873
A. Forest Land,Victoria,Victoria,2011,2424.316301
A. Fuel combustion (sectoral approach),Victoria,Victoria,2011,105018.988
B.  Biological treatmeNorthern Territory of solid Western Australiaste,Victoria,Victoria,2011,60.67089063
B.  Chemical industry,Victoria,Victoria,2011,65.23246183
B.  Manure managemeNorthern Territory,Victoria,Victoria,2011,1465.50772
B. Cropland,Victoria,Victoria,2011,241.742624
B. Fugitive emissions from fuels,Victoria,Victoria,2011,1850.52207
C.  Incineration and open burning of Western Australiaste,Victoria,Victoria,2011,17.21799837
C.  Rice cultivation,Victoria,Victoria,2011,1.067808
C. Grassland,Victoria,Victoria,2011,6740.804372
D.  Agricultural soils,Victoria,Victoria,2011,2589.690991
D.  Non-energy products from fuels and solveNorthern Territory use,Victoria,Victoria,2011,55.3222221
D.  Western Australiaste Western Australiater treatmeNorthern Territory and discharge,Victoria,Victoria,2011,753.1070059
D. Wetland,Victoria,Victoria,2011,258.2974075
Direct emissions from forest clearing,Victoria,Victoria,2011,2080.017313
E. SettlemeNorthern Territorys,Victoria,Victoria,2011,517.8135055
Emissions from post-clearing land uses,Victoria,Victoria,2011,2654.455294
F.  Fld burning of agricultural residues,Victoria,Victoria,2011,72.30492081
F.  Product uses as ODS substitutes,Victoria,Victoria,2011,1839.706309
Forest converted to other land uses,Victoria,Victoria,2011,4734.472607
G.  Other product manufAustralian Capital Territoryure and use,Victoria,Victoria,2011,30.23611897
G. Harvested Wood Products,Victoria,Victoria,2011,-1084.354633
G. Liming,Victoria,Victoria,2011,281.6239879
H. Urea application,Victoria,Victoria,2011,262.5330441
PlaNorthern Territoryations and Natural Regeneration,Victoria,Victoria,2011,-5622.726684
Regrowth on deforested land,Victoria,Victoria,2011,-753.6309904
Total (net emissions),Victoria,Victoria,2011,138640.8455
"Total CO2 equivaleNorthern Territory emissions with land use, land-use change and forestry",Victoria,Victoria,2011,138640.8455
1.  Cropland remaining cropland,Victoria,Victoria,2012,-271.3213134
1.  Energy industrs,Victoria,Victoria,2012,69925.81479
1.  Forest land remaining forest land,Victoria,Victoria,2012,480.1312901
1.  Grassland remaining grassland,Victoria,Victoria,2012,4229.409419
1.  SettlemeNorthern Territorys remaining settlemeNorthern Territorys,Victoria,Victoria,2012,-1.829250754
1.  Wetland remaining wetland,Victoria,Victoria,2012,208.8677108
1. Energy,Victoria,Victoria,2012,109158.2188
2.  Industrial Processes,Victoria,Victoria,2012,3572.700747
2.  La nd converted to grassland,Victoria,Victoria,2012,2950.053144
2.  Land converted to cropland,Victoria,Victoria,2012,133.637329
2.  Land converted to forest land,Victoria,Victoria,2012,-7190.824996
2.  Land converted to settlemeNorthern Territorys,Victoria,Victoria,2012,372.740484
2.  Land converted to wetland,Victoria,Victoria,2012,1.664806052
2.  ManufAustralian Capital Territoryuring industrs and construction,Victoria,Victoria,2012,6789.506246
3.  Agriculture,Victoria,Victoria,2012,16452.43198
3.  Transport,Victoria,Victoria,2012,21793.01475
4.  Other sectors,Victoria,Victoria,2012,8791.709465
"4. Land Use, Land-Use Change and Forestry",Victoria,Victoria,2012,-76.93188211
5.  Western Australiaste,Victoria,Victoria,2012,3229.780957
A.  ENorthern Territoryeric fermeNorthern Territoryation,Victoria,Victoria,2012,11699.82024
A.  Mineral industry,Victoria,Victoria,2012,423.7239198
A.  Solid Western Australiaste dispoSouth Australial,Victoria,Victoria,2012,2406.07095
A. Forest Land,Victoria,Victoria,2012,-6710.693706
A. Fuel combustion (sectoral approach),Victoria,Victoria,2012,107300.0453
B.  Biological treatmeNorthern Territory of solid Western Australiaste,Victoria,Victoria,2012,61.70844335
B.  Chemical industry,Victoria,Victoria,2012,66.5509051
B.  Manure managemeNorthern Territory,Victoria,Victoria,2012,1576.184109
B. Cropland,Victoria,Victoria,2012,-137.6839844
B. Fugitive emissions from fuels,Victoria,Victoria,2012,1858.173506
C.  Incineration and open burning of Western Australiaste,Victoria,Victoria,2012,17.21799837
C.  Rice cultivation,Victoria,Victoria,2012,3.5860552
C. Grassland,Victoria,Victoria,2012,7179.462562
D.  Agricultural soils,Victoria,Victoria,2012,2655.207453
D.  Non-energy products from fuels and solveNorthern Territory use,Victoria,Victoria,2012,33.7604407
D.  Western Australiaste Western Australiater treatmeNorthern Territory and discharge,Victoria,Victoria,2012,744.7835653
D. Wetland,Victoria,Victoria,2012,210.5325169
Direct emissions from forest clearing,Victoria,Victoria,2012,1171.483669
E. SettlemeNorthern Territorys,Victoria,Victoria,2012,370.9112332
Emissions from post-clearing land uses,Victoria,Victoria,2012,2098.113067
F.  Fld burning of agricultural residues,Victoria,Victoria,2012,71.26132138
F.  Product uses as ODS substitutes,Victoria,Victoria,2012,1937.423702
Forest converted to other land uses,Victoria,Victoria,2012,3269.596736
G.  Other product manufAustralian Capital Territoryure and use,Victoria,Victoria,2012,29.37475995
G. Harvested Wood Products,Victoria,Victoria,2012,-989.460504
G. Liming,Victoria,Victoria,2012,207.7575033
H. Urea application,Victoria,Victoria,2012,238.6153046
PlaNorthern Territoryations and Natural Regeneration,Victoria,Victoria,2012,-6214.37884
Regrowth on deforested land,Victoria,Victoria,2012,-976.4461565
Total (net emissions),Victoria,Victoria,2012,132336.2006
"Total CO2 equivaleNorthern Territory emissions with land use, land-use change and forestry",Victoria,Victoria,2012,132336.2006
1.  Cropland remaining cropland,Victoria,Victoria,2013,-185.3081334
1.  Energy industrs,Victoria,Victoria,2013,62267.33863
1.  Forest land remaining forest land,Victoria,Victoria,2013,-1194.916924
1.  Grassland remaining grassland,Victoria,Victoria,2013,2685.580833
1.  SettlemeNorthern Territorys remaining settlemeNorthern Territorys,Victoria,Victoria,2013,-3.451140956
1.  Wetland remaining wetland,Victoria,Victoria,2013,193.6462715
1. Energy,Victoria,Victoria,2013,101180.1147
2.  Industrial Processes,Victoria,Victoria,2013,3413.801609
2.  La nd converted to grassland,Victoria,Victoria,2013,2478.08456
2.  Land converted to cropland,Victoria,Victoria,2013,116.457729
2.  Land converted to forest land,Victoria,Victoria,2013,-6755.908452
2.  Land converted to settlemeNorthern Territorys,Victoria,Victoria,2013,241.6551782
2.  Land converted to wetland,Victoria,Victoria,2013,5.499367128
2.  ManufAustralian Capital Territoryuring industrs and construction,Victoria,Victoria,2013,6395.506296
3.  Agriculture,Victoria,Victoria,2013,16200.25074
3.  Transport,Victoria,Victoria,2013,21667.46169
4.  Other sectors,Victoria,Victoria,2013,8946.809908
"4. Land Use, Land-Use Change and Forestry",Victoria,Victoria,2013,-3618.908841
5.  Western Australiaste,Victoria,Victoria,2013,2275.038038
A.  ENorthern Territoryeric fermeNorthern Territoryation,Victoria,Victoria,2013,11440.71315
A.  Mineral industry,Victoria,Victoria,2013,384.4414647
A.  Solid Western Australiaste dispoSouth Australial,Victoria,Victoria,2013,1494.81769
A. Forest Land,Victoria,Victoria,2013,-7950.825375
A. Fuel combustion (sectoral approach),Victoria,Victoria,2013,99277.11652
B.  Biological treatmeNorthern Territory of solid Western Australiaste,Victoria,Victoria,2013,62.8152358
B.  Chemical industry,Victoria,Victoria,2013,67.98111654
B.  Manure managemeNorthern Territory,Victoria,Victoria,2013,1534.928952
B. Cropland,Victoria,Victoria,2013,-68.85040439
B. Fugitive emissions from fuels,Victoria,Victoria,2013,1902.998169
C.  Incineration and open burning of Western Australiaste,Victoria,Victoria,2013,17.21799837
C.  Rice cultivation,Victoria,Victoria,2013,2.048100236
C. Grassland,Victoria,Victoria,2013,5163.665394
D.  Agricultural soils,Victoria,Victoria,2013,2715.478395
D.  Non-energy products from fuels and solveNorthern Territory use,Victoria,Victoria,2013,31.6964593
D.  Western Australiaste Western Australiater treatmeNorthern Territory and discharge,Victoria,Victoria,2013,700.1871134
D. Wetland,Victoria,Victoria,2013,199.1456387
Direct emissions from forest clearing,Victoria,Victoria,2013,1303.449767
E. SettlemeNorthern Territorys,Victoria,Victoria,2013,238.2040373
Emissions from post-clearing land uses,Victoria,Victoria,2013,1380.161628
F.  Fld burning of agricultural residues,Victoria,Victoria,2013,68.34053076
F.  Product uses as ODS substitutes,Victoria,Victoria,2013,2031.074111
Forest converted to other land uses,Victoria,Victoria,2013,2683.611394
G.  Other product manufAustralian Capital Territoryure and use,Victoria,Victoria,2013,27.6583815
G. Harvested Wood Products,Victoria,Victoria,2013,-1200.248131
G. Liming,Victoria,Victoria,2013,134.1506993
H. Urea application,Victoria,Victoria,2013,304.5909131
PlaNorthern Territoryations and Natural Regeneration,Victoria,Victoria,2013,-5587.171941
Regrowth on deforested land,Victoria,Victoria,2013,-1168.736511
Total (net emissions),Victoria,Victoria,2013,119450.2962
"Total CO2 equivaleNorthern Territory emissions with land use, land-use change and forestry",Victoria,Victoria,2013,119450.2962
1.  Cropland remaining cropland,Victoria,Victoria,2014,325.6570013
1.  Energy industrs,Victoria,Victoria,2014,60545.73133
1.  Forest land remaining forest land,Victoria,Victoria,2014,-4618.32312
1.  Grassland remaining grassland,Victoria,Victoria,2014,-611.775739
1.  SettlemeNorthern Territorys remaining settlemeNorthern Territorys,Victoria,Victoria,2014,-2.935959706
1.  Wetland remaining wetland,Victoria,Victoria,2014,202.2234483
1. Energy,Victoria,Victoria,2014,99778.0162
2.  Industrial Processes,Victoria,Victoria,2014,3313.673927
2.  La nd converted to grassland,Victoria,Victoria,2014,3142.816325
2.  Land converted to cropland,Victoria,Victoria,2014,164.916323
2.  Land converted to forest land,Victoria,Victoria,2014,-4511.478891
2.  Land converted to settlemeNorthern Territorys,Victoria,Victoria,2014,257.4820283
2.  Land converted to wetland,Victoria,Victoria,2014,0.256683127
2.  ManufAustralian Capital Territoryuring industrs and construction,Victoria,Victoria,2014,6007.127174
3.  Agriculture,Victoria,Victoria,2014,16380.27608
3.  Transport,Victoria,Victoria,2014,22434.15111
4.  Other sectors,Victoria,Victoria,2014,9174.837657
"4. Land Use, Land-Use Change and Forestry",Victoria,Victoria,2014,-7017.68346
5.  Western Australiaste,Victoria,Victoria,2014,2386.071861
A.  ENorthern Territoryeric fermeNorthern Territoryation,Victoria,Victoria,2014,11405.51008
A.  Mineral industry,Victoria,Victoria,2014,115.2947744
A.  Solid Western Australiaste dispoSouth Australial,Victoria,Victoria,2014,1603.534595
A. Forest Land,Victoria,Victoria,2014,-9129.802011
A. Fuel combustion (sectoral approach),Victoria,Victoria,2014,98161.84727
B.  Biological treatmeNorthern Territory of solid Western Australiaste,Victoria,Victoria,2014,63.96082329
B.  Chemical industry,Victoria,Victoria,2014,69.4176709
B.  Manure managemeNorthern Territory,Victoria,Victoria,2014,1551.810738
B. Cropland,Victoria,Victoria,2014,490.5733243
B. Fugitive emissions from fuels,Victoria,Victoria,2014,1616.168921
C.  Incineration and open burning of Western Australiaste,Victoria,Victoria,2014,17.21799837
C.  Rice cultivation,Victoria,Victoria,2014,2.958718
C. Grassland,Victoria,Victoria,2014,2531.040586
D.  Agricultural soils,Victoria,Victoria,2014,2818.516495
D.  Non-energy products from fuels and solveNorthern Territory use,Victoria,Victoria,2014,29.80726175
D.  Western Australiaste Western Australiater treatmeNorthern Territory and discharge,Victoria,Victoria,2014,701.3584441
D. Wetland,Victoria,Victoria,2014,202.4801315
Direct emissions from forest clearing,Victoria,Victoria,2014,1757.777265
E. SettlemeNorthern Territorys,Victoria,Victoria,2014,254.5460686
Emissions from post-clearing land uses,Victoria,Victoria,2014,1555.999902
F.  Fld burning of agricultural residues,Victoria,Victoria,2014,65.9405039
F.  Product uses as ODS substitutes,Victoria,Victoria,2014,2227.263156
Forest converted to other land uses,Victoria,Victoria,2014,3313.777167
G.  Other product manufAustralian Capital Territoryure and use,Victoria,Victoria,2014,27.44021335
G. Harvested Wood Products,Victoria,Victoria,2014,-1366.52156
G. Liming,Victoria,Victoria,2014,175.2286469
H. Urea application,Victoria,Victoria,2014,360.3109019
PlaNorthern Territoryations and Natural Regeneration,Victoria,Victoria,2014,-3540.641786
Regrowth on deforested land,Victoria,Victoria,2014,-970.8371042
Total (net emissions),Victoria,Victoria,2014,114840.3546
"Total CO2 equivaleNorthern Territory emissions with land use, land-use change and forestry",Victoria,Victoria,2014,114840.3546
1.  Cropland remaining cropland,Victoria,Victoria,2015,-96.30702829
1.  Energy industrs,Victoria,Victoria,2015,64307.72724
1.  Forest land remaining forest land,Victoria,Victoria,2015,-7405.362012
1.  Grassland remaining grassland,Victoria,Victoria,2015,-242.1813084
1.  SettlemeNorthern Territorys remaining settlemeNorthern Territorys,Victoria,Victoria,2015,-4.603498652
1.  Wetland remaining wetland,Victoria,Victoria,2015,210.5571511
1. Energy,Victoria,Victoria,2015,104263.5753
2.  Industrial Processes,Victoria,Victoria,2015,3151.042154
2.  La nd converted to grassland,Victoria,Victoria,2015,2679.753605
2.  Land converted to cropland,Victoria,Victoria,2015,135.9101874
2.  Land converted to forest land,Victoria,Victoria,2015,-5965.264219
2.  Land converted to settlemeNorthern Territorys,Victoria,Victoria,2015,143.1226008
2.  Land converted to wetland,Victoria,Victoria,2015,0.280106993
2.  ManufAustralian Capital Territoryuring industrs and construction,Victoria,Victoria,2015,5917.836852
3.  Agriculture,Victoria,Victoria,2015,16130.26936
3.  Transport,Victoria,Victoria,2015,23072.42285
4.  Other sectors,Victoria,Victoria,2015,9328.953317
"4. Land Use, Land-Use Change and Forestry",Victoria,Victoria,2015,-11890.66133
5.  Western Australiaste,Victoria,Victoria,2015,2869.970971
A.  ENorthern Territoryeric fermeNorthern Territoryation,Victoria,Victoria,2015,11288.00634
A.  Mineral industry,Victoria,Victoria,2015,125.6335213
A.  Solid Western Australiaste dispoSouth Australial,Victoria,Victoria,2015,1941.42965
A. Forest Land,Victoria,Victoria,2015,-13370.62623
A. Fuel combustion (sectoral approach),Victoria,Victoria,2015,102626.9403
B.  Biological treatmeNorthern Territory of solid Western Australiaste,Victoria,Victoria,2015,65.13090742
B.  Chemical industry,Victoria,Victoria,2015,70.91497517
B.  Manure managemeNorthern Territory,Victoria,Victoria,2015,1567.251748
B. Cropland,Victoria,Victoria,2015,39.60315908
B. Fugitive emissions from fuels,Victoria,Victoria,2015,1636.635046
C.  Incineration and open burning of Western Australiaste,Victoria,Victoria,2015,17.21799837
C.  Rice cultivation,Victoria,Victoria,2015,1.0989524
C. Grassland,Victoria,Victoria,2015,2437.572296
D.  Agricultural soils,Victoria,Victoria,2015,2673.154945
D.  Non-energy products from fuels and solveNorthern Territory use,Victoria,Victoria,2015,26.865183
D.  Western Australiaste Western Australiater treatmeNorthern Territory and discharge,Victoria,Victoria,2015,846.1924158
D. Wetland,Victoria,Victoria,2015,210.8372581
Direct emissions from forest clearing,Victoria,Victoria,2015,1702.853787
E. SettlemeNorthern Territorys,Victoria,Victoria,2015,138.5191022
Emissions from post-clearing land uses,Victoria,Victoria,2015,1015.262899
F.  Fld burning of agricultural residues,Victoria,Victoria,2015,49.4378248
F.  Product uses as ODS substitutes,Victoria,Victoria,2015,2372.556322
Forest converted to other land uses,Victoria,Victoria,2015,2718.116685
G.  Other product manufAustralian Capital Territoryure and use,Victoria,Victoria,2015,30.40538995
G. Harvested Wood Products,Victoria,Victoria,2015,-1346.566911
G. Liming,Victoria,Victoria,2015,218.8132835
H. Urea application,Victoria,Victoria,2015,332.5062655
PlaNorthern Territoryations and Natural Regeneration,Victoria,Victoria,2015,-4670.805075
Regrowth on deforested land,Victoria,Victoria,2015,-1294.459144
Total (net emissions),Victoria,Victoria,2015,114524.1965
"Total CO2 equivaleNorthern Territory emissions with land use, land-use change and forestry",Victoria,Victoria,2015,114524.1965
1.  Cropland remaining cropland,Victoria,Victoria,2016,-606.7969495
1.  Energy industrs,Victoria,Victoria,2016,62386.3745
1.  Forest land remaining forest land,Victoria,Victoria,2016,-10868.81676
1.  Grassland remaining grassland,Victoria,Victoria,2016,-1383.770296
1.  SettlemeNorthern Territorys remaining settlemeNorthern Territorys,Victoria,Victoria,2016,-9.137070562
1.  Wetland remaining wetland,Victoria,Victoria,2016,184.1092788
1. Energy,Victoria,Victoria,2016,101950.9707
2.  Industrial Processes,Victoria,Victoria,2016,3206.850107
2.  La nd converted to grassland,Victoria,Victoria,2016,2431.975916
2.  Land converted to cropland,Victoria,Victoria,2016,91.62732489
2.  Land converted to forest land,Victoria,Victoria,2016,-6265.486559
2.  Land converted to settlemeNorthern Territorys,Victoria,Victoria,2016,142.3980004
2.  Land converted to wetland,Victoria,Victoria,2016,-1.229719121
2.  ManufAustralian Capital Territoryuring industrs and construction,Victoria,Victoria,2016,5670.976534
3.  Agriculture,Victoria,Victoria,2016,15101.32303
3.  Transport,Victoria,Victoria,2016,22563.61699
4.  Other sectors,Victoria,Victoria,2016,9595.083519
"4. Land Use, Land-Use Change and Forestry",Victoria,Victoria,2016,-17496.28831
5.  Western Australiaste,Victoria,Victoria,2016,2842.30865
A.  ENorthern Territoryeric fermeNorthern Territoryation,Victoria,Victoria,2016,10556.78825
A.  Mineral industry,Victoria,Victoria,2016,110.8667246
A.  Solid Western Australiaste dispoSouth Australial,Victoria,Victoria,2016,1915.554943
A. Forest Land,Victoria,Victoria,2016,-17134.30332
A. Fuel combustion (sectoral approach),Victoria,Victoria,2016,100216.0515
B.  Biological treatmeNorthern Territory of solid Western Australiaste,Victoria,Victoria,2016,68.45944565
B.  Chemical industry,Victoria,Victoria,2016,72.7129753
B.  Manure managemeNorthern Territory,Victoria,Victoria,2016,1498.350085
B. Cropland,Victoria,Victoria,2016,-515.1696246
B. Fugitive emissions from fuels,Victoria,Victoria,2016,1734.919104
C.  Incineration and open burning of Western Australiaste,Victoria,Victoria,2016,17.21799837
C.  Rice cultivation,Victoria,Victoria,2016,0.842520364
C. Grassland,Victoria,Victoria,2016,1048.20562
D.  Agricultural soils,Victoria,Victoria,2016,2490.852518
D.  Non-energy products from fuels and solveNorthern Territory use,Victoria,Victoria,2016,25.848512
D.  Western Australiaste Western Australiater treatmeNorthern Territory and discharge,Victoria,Victoria,2016,841.0762628
D. Wetland,Victoria,Victoria,2016,182.8795597
Direct emissions from forest clearing,Victoria,Victoria,2016,1547.343638
E. SettlemeNorthern Territorys,Victoria,Victoria,2016,133.2609299
Emissions from post-clearing land uses,Victoria,Victoria,2016,752.1151145
F.  Fld burning of agricultural residues,Victoria,Victoria,2016,34.73271361
F.  Product uses as ODS substitutes,Victoria,Victoria,2016,2485.141066
Forest converted to other land uses,Victoria,Victoria,2016,2299.458752
G.  Other product manufAustralian Capital Territoryure and use,Victoria,Victoria,2016,30.91204775
G. Harvested Wood Products,Victoria,Victoria,2016,-1211.161478
G. Liming,Victoria,Victoria,2016,189.38147
H. Urea application,Victoria,Victoria,2016,330.3754696
PlaNorthern Territoryations and Natural Regeneration,Victoria,Victoria,2016,-4549.558673
Regrowth on deforested land,Victoria,Victoria,2016,-1715.927886
Total (net emissions),Victoria,Victoria,2016,105605.1641
